"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000278267.1",0,NA,NA,NA,NA,NA
"ENSG00000284332.1",0,NA,NA,NA,NA,NA
"ENSG00000273874.1",0,NA,NA,NA,NA,NA
"ENSG00000278791.1",4.99883429383547,0.231179883689672,1.22153925103407,0.189252931081806,0.849894584151585,NA
"ENSG00000207730.3",37321.9955766037,-0.519052220780022,0.543713743539169,-0.954642451009941,0.339758541768508,0.655015265621018
"ENSG00000207607.3",39934.9971376426,-0.830021403697218,0.631558564856441,-1.31424296951129,0.188764452498749,0.495499220204102
"ENSG00000198976.1",1725.29524895583,-1.13536391966583,0.504888602306869,-2.24874143420604,0.024528951395282,0.153689211086064
"ENSG00000278073.1",1.09126361441927,-0.782268308937861,2.38468985390508,-0.328037756212552,0.74288311537693,NA
"ENSG00000283712.1",0.13674446013179,0.139922564451749,4.0804728567969,0.0342907720164534,0.972645283407794,NA
"ENSG00000284372.1",1.00046205656127,-1.41854816758543,2.70815867200797,-0.523805411495202,0.600413889146503,NA
"ENSG00000283572.1",0,NA,NA,NA,NA,NA
"ENSG00000207776.1",1.56710310065717,1.26731052635532,1.93850893122525,0.653755319844878,0.513269456423337,NA
"ENSG00000264341.1",0,NA,NA,NA,NA,NA
"ENSG00000264101.1",0,NA,NA,NA,NA,NA
"ENSG00000265392.1",0,NA,NA,NA,NA,NA
"ENSG00000274258.1",0.13674446013179,0.139922564451749,4.0804728567969,0.0342907720164534,0.972645283407794,NA
"ENSG00000284357.1",1238.03139978404,-0.240861133573821,0.469698740208671,-0.512799190108141,0.608091796361302,0.833516539336927
"ENSG00000265521.1",0.367490851822854,1.60173624308132,3.99607018667248,0.40082785543241,0.688546868922134,NA
"ENSG00000264881.1",0,NA,NA,NA,NA,NA
"ENSG00000276869.1",0.451053559919941,0.127445277172341,3.96604559386632,0.0321340928025238,0.974365115316679,NA
"ENSG00000283789.1",1.34127116096613,-4.28467104062503,2.62655363277402,-1.63129013897188,0.10282911312253,NA
"ENSG00000263676.1",0.489939524637022,0.193665053189519,3.84951980272731,0.0503088860725723,0.959876242676418,NA
"ENSG00000276830.1",0.245010873061288,1.01644714965439,4.0399653670275,0.251597985950625,0.801351815535628,NA
"ENSG00000263811.1",0,NA,NA,NA,NA,NA
"ENSG00000266634.1",0,NA,NA,NA,NA,NA
"ENSG00000265606.1",0.702351652950837,-3.34253116222106,3.3183616767187,-1.00728355973731,0.313798527901755,NA
"ENSG00000221662.1",0,NA,NA,NA,NA,NA
"ENSG00000284005.1",0,NA,NA,NA,NA,NA
"ENSG00000221808.1",0.727055357783247,-1.16043060491199,3.3427372070726,-0.347149815563346,0.728478770398446,NA
"ENSG00000266564.1",0,NA,NA,NA,NA,NA
"ENSG00000276835.2",0,NA,NA,NA,NA,NA
"ENSG00000265422.1",1.62474686056622,-0.668163743973564,1.89014960167697,-0.353497809581188,0.723715270609568,NA
"ENSG00000264014.1",0,NA,NA,NA,NA,NA
"ENSG00000263793.1",0.857430376459876,1.43382855766371,2.56552684046613,0.55888269615733,0.576241779549815,NA
"ENSG00000266802.1",0,NA,NA,NA,NA,NA
"ENSG00000264926.1",0.692101260049999,-0.85410223929605,2.81723422315462,-0.303170475594912,0.761759947887375,NA
"ENSG00000278034.1",0.259224438893356,1.0894777067277,4.03350013968401,0.270107268872699,0.787077730139038,NA
"ENSG00000264371.1",0.255261265962126,-1.78363078719074,4.0804728567969,-0.437113748770494,0.662028856845225,NA
"ENSG00000283938.1",3.02360847226681,-1.54159866755813,1.38639104253636,-1.11195082791203,0.26615929294231,NA
"ENSG00000238705.1",16.067688117812,-0.863567048511487,0.721680170527051,-1.1966063136816,0.231460038422458,0.535718050727153
"ENSG00000264773.1",0.32471701730294,-0.821850107761882,4.0804728567969,-0.201410507214357,0.840377599989206,NA
"ENSG00000266580.1",0.605287262713476,0.713514080432785,3.56337842086525,0.200235281286665,0.841296575396477,NA
"ENSG00000266203.1",0,NA,NA,NA,NA,NA
"ENSG00000284154.1",33.2779977286998,0.372866090222649,0.556228462300102,0.670347016549247,0.502636601785507,0.760946707773253
"ENSG00000207941.1",3.05819217795702,0.773393704893293,1.3820369290257,0.559604225220318,0.575749422252476,NA
"ENSG00000264698.1",0,NA,NA,NA,NA,NA
"ENSG00000283724.1",0.432983430232438,-0.0964797830155368,4.02126035552515,-0.0239924238884396,0.980858651830263,NA
"ENSG00000263675.1",1.33542946676505,-3.14586579752961,2.47316702897515,-1.27199892311083,0.203373501891929,NA
"ENSG00000265596.1",0.266356679578468,1.12358530753088,4.03058739021113,0.278764656054766,0.78042544000223,NA
"ENSG00000198974.3",14795.3466796575,0.349157181732994,0.377635540010954,0.924587716831066,0.355180404761839,0.671827086365554
"ENSG00000207962.1",10858.2928622639,0.519588463744897,0.445652016432286,1.16590623308409,0.243652358603245,0.552003366101137
"ENSG00000284410.1",20.36134185056,0.336472558303737,0.668049491286285,0.503664118740486,0.614497426824564,0.835996754116691
"ENSG00000283836.1",0.843248116575205,2.80133043771262,3.06715624930498,0.913331506455664,0.361068216765188,NA
"ENSG00000274975.1",1.12885903265232,-1.69590459355653,2.36973457426045,-0.715651707147745,0.474206437285646,NA
"ENSG00000283477.1",0,NA,NA,NA,NA,NA
"ENSG00000263381.1",0.328573581158375,-0.821850107761882,4.0804728567969,-0.201410507214357,0.840377599989206,NA
"ENSG00000265538.1",7.04301614868682,1.56952296361798,1.34124981837441,1.17019435314462,0.241922764764861,NA
"ENSG00000275816.1",15.5812904581746,2.18115771617598,0.891561418404393,2.44644695379433,0.0144272025819483,0.12099687105214
"ENSG00000283899.1",0,NA,NA,NA,NA,NA
"ENSG00000264834.1",0,NA,NA,NA,NA,NA
"ENSG00000266188.1",0,NA,NA,NA,NA,NA
"ENSG00000265815.1",0,NA,NA,NA,NA,NA
"ENSG00000283749.1",5.35967204644972,-0.61440292843229,1.10114665586302,-0.557966484446848,0.576867270633252,NA
"ENSG00000265822.1",0,NA,NA,NA,NA,NA
"ENSG00000266150.1",3.795786619324,-0.481476391891275,1.28551902224059,-0.374538519898437,0.708003703793943,NA
"ENSG00000263908.1",0,NA,NA,NA,NA,NA
"ENSG00000283690.1",0,NA,NA,NA,NA,NA
"ENSG00000275836.1",0,NA,NA,NA,NA,NA
"ENSG00000264470.1",0.864511701606832,1.4518064936557,3.16970111376478,0.458026306439766,0.646933541788164,NA
"ENSG00000265996.1",0,NA,NA,NA,NA,NA
"ENSG00000199135.1",17604.6228084609,0.154917428850491,0.464569166654027,0.333464723813367,0.738783513408541,0.896586055219283
"ENSG00000264720.3",22.2062962059484,-1.0658358943338,0.784602254778326,-1.35844102899619,0.174323782769706,0.469153267722497
"ENSG00000221203.1",10.5304336690409,1.95167090864454,0.97418323293035,2.00339201360909,0.0451352280178573,0.220396648605088
"ENSG00000207721.1",5675.64373252341,0.226144650341038,0.421440875180646,0.536598758352766,0.591544801980758,0.817963674463048
"ENSG00000276081.1",0.461543698920283,1.93642680317636,3.859512036507,0.501728401119043,0.615858583571337,NA
"ENSG00000266110.1",5.39017435765211,-0.178980362597433,1.21456368049446,-0.147361859630586,0.882846408418009,NA
"ENSG00000278281.1",0,NA,NA,NA,NA,NA
"ENSG00000211575.3",9.7790723014716,0.666294209801502,0.922981696389385,0.721893199407941,0.470360142694388,0.739664381256665
"ENSG00000263526.1",3.78025795001475,0.495439081246492,1.22354646585927,0.404920528211043,0.685535928377566,NA
"ENSG00000284247.1",1.26761301072,-1.99747048675254,2.46300004946734,-0.810990843132351,0.417370929304586,NA
"ENSG00000284202.1",0.408361946885581,-0.0969384259047699,4.05443861434808,-0.0239092104050407,0.980925027543232,NA
"ENSG00000207750.1",0,NA,NA,NA,NA,NA
"ENSG00000275455.1",0,NA,NA,NA,NA,NA
"ENSG00000284443.1",705.236697644254,0.143774266926549,0.484547498169754,0.2967186240144,0.76668133713891,0.906900342751336
"ENSG00000283296.1",0,NA,NA,NA,NA,NA
"ENSG00000264419.1",0.13674446013179,0.139922564451749,4.0804728567969,0.0342907720164534,0.972645283407794,NA
"ENSG00000211543.2",104.079546419551,1.73305301007056,0.563463493119377,3.07571480891556,0.00209998600837943,0.0400997328266738
"ENSG00000215930.1",16.7542502322482,-0.0749704584561327,0.718773404891718,-0.104303328345081,0.9169286366852,0.965061373519069
"ENSG00000278549.1",0.216450604373442,-1.78363078719074,4.0804728567969,-0.437113748770494,0.662028856845225,NA
"ENSG00000283676.1",0.510522531924252,-2.87021479587457,4.0223626204761,-0.713564406466873,0.475496573637713,NA
"ENSG00000278596.1",0,NA,NA,NA,NA,NA
"ENSG00000283933.1",0.32471701730294,-0.821850107761882,4.0804728567969,-0.201410507214357,0.840377599989206,NA
"ENSG00000264553.1",0.702351652950837,-3.34253116222106,3.3183616767187,-1.00728355973731,0.313798527901755,NA
"ENSG00000207606.1",0,NA,NA,NA,NA,NA
"ENSG00000274940.1",0,NA,NA,NA,NA,NA
"ENSG00000276584.1",2.39298819323719,2.17017949275484,2.06742290001711,1.04970274477316,0.293854801415917,NA
